id	news_url	title	tweet_ids
coaid_fake_1	http://legis.wisconsin.gov/assembly/republicans/news/wisconsin-legislature-takes-gov-evers-to-court/	Wisconsin is Òclearly seeing a decline in COVID infectionsÓ.	1252682858948419584
coaid_fake_16	https://secondnexus.com/wisconsin-gop-new-cases-election?fbclid=IwAR0OMqD8AioITlKpuSszaf4kmxG38s0yE26wBW-6H4C5Iu4R3ZsYlljlXxA	Says WisconsinÕs in-person election has caused a ÒsurgeÓ in new coronavirus cases	
coaid_fake_17	https://www.gilmorehealth.com/chinese-coronavirus-is-a-man-made-virus-according-to-luc-montagnier-the-man-who-discovered-hiv/	Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).	1255638972308484097 1254985211265159169 1255695181979869184 1255484783884369921 1255971979481493505 1254913226325872642 1255484999203258370 1255892816477159425
coaid_fake_26	https://www.theepochtimes.com/programming-alert-exclusive-documentary-on-origin-of-the-ccp-virus-premieres_3302336.html	A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).	1248981893158076416 1247608761428185094 1247606536656039937 1247689195486720000 1247689820832518145 1247654894099730440 1249816726503591937 1247613227133030404 1248065917864402944 1247711194145751041 1247640298722861057 1249758423782174721 1250176854352375812 1247958806493040646 1247609373175791617 1248617038517436416 1247799972386369536 1247709507419099141 1247891082152521729 1247760438827167751 1247612105672421377 1247606107763363840 1248066105605632000 1247664172697075712 1247609146381414403 1248067946653421568 1247721749904609281 1249631899376668672 1250176348594683906 1247832972490932224 1247709405384187908 1247654474283450368 1247828873116557312 1247615179409498118 1247624066426474496 1247693849767673857 1249556554073939969 1249817952230219778 1249235133141581824 1247610517926989824 1247607970789089280 1249654988533620736 1247615053919997952 1247618373883740162 1247880677107945472 1247631222332952579 1247871964234027008 1247626543683317762 1247875998412083200 1247607085610795008 1249665011863228417 1249920095050010625 1249699715815313410 1247607317568372736 1249624725900443649 1248133181015912448 1247708440736260096 1247608037310894085 1249697278417403912 1247693376016834560 1249705571986460677 1247606783155240960 1247643059409408000 1247651564497616898 1247634272615202816 1249536037489184769 1247686939131641863 1247647175917441026 1247607485088681984 1247609795412180992 1250102580283310081 1247700063494770689 1247722885931610112 1250174164268396544 1247606454992941059 1249638006392307713 1250124471345676288 1247683388439478273 1247633242775306248 1247634689679998976 1250217453524865024 1249933583235436545 1247900726690320386 1247799780056510470 1247658310901399553 1247615493071974400 1249016379262423040 1248054575950704643 1247612869459488768 1247609266120183808 1247606317620969474 1247606104093319171 1249366213920161792 1250697698317041664 1249703931908767747 1247610344392048640 1247712883011735552 1247691375992324096 1247608748878761991 1247616492276977665 1249537702749495296 1249767771824484353 1247712101956714497 1250091093888077825 1247633775984508930 1247618113274884096 1247617643525238784 1247613686681948168 1247692186117795840 1247633738068103173 1247610115970105344 1247731501719883776 1247608418854146049 1247608347299401734 1247611079485775880 1247607941785583617 1247606996821397504 1249639179954409473 1250176309478789120 1247708818466840578 1247620104189349893 1247613395903361030 1247606880760934400 1247620958698885120 1247608259042783234 1250560997649027074 1247606172900896768 1247609105855975424 1247697688331563008 1247708897009258496 1247980037145612293 1247705751092674563 1247707539371782144 1247611875673735168 1247926695312662532 1247637291302031367 1253169423256559616 1249369258292924422 1249149443905146881 1247641403322249217 1247608526848946176 1249040835368411141 1247912056986181642 1247641785322668033 1247645278724710401 1247649026998222850 1247611162079956992 1247679642821107712 1247645502210015233 1247883341526777859 1247937963708698626 1248221652699185152 1247658473585889280 1247763971962109952 1248673473494421511 1247668424064598016 1250156138051534849 1247607977093124097 1249535327829712898 1249795865817964544 1249540796308762626 1249576215582609408 1247614628617760769 1247608158521946112 1250025443270557697 1249604364227895297 1249068407623991296 1247605964099878912 1247606504544440323 1247640501257371648 1247997157493243904 1247701918077444096 1247669564965560320 1247712347898208261 1249148872104071168 1247615322338852865 1249540631430561792 1248248959383900167 1248147353392963584 1247909378679767040 1247657027309989889 1247618979578798080 1247614955844583424 1249595695570378753 1247607331069845504 1247653422725312512 1250560009215201282 1250145028007170048 1248011067143290882 1247647835828490242 1247717219011825668 1249253509607948292 1247609349956079616 1247606441864769544 1249536406692610053 1250322613345210369 1247641524499886080 1248048861962067968 1247612703247675398 1247656782106894340 1247722082504302592 1247608802884685831 1248815500445925377 1249012687243055104 1247670683884310528 1248387560298012675 1247692238685114378 1247677652695121920 1247707252687081474 1247880652126642177 1249631768258449413 1247880669927297026 1247746786380271618 1247675306556698627 1247607122033967104 1248819373206364161 1247710206164901891 1247609556395610112 1247979914202054656 1247900742171545601 1249842955571138561 1247623771768356866 1247674111150743552 1249131291112607744 1247606718340759562 1249535999379673088 1247680031423254529 1249555510103289858 1247606431806820352 1247606518305849344 1249535976843677698 1247607923666116608 1247605915446063106 1249039349641023490 1249534887691984897 1249800131643351041 1249653909402136578 1247627801408212999 1247883913273327618 1252424353171402754 1247638567129620480 1248779761410887687 1247655245502656512 1247832051299934209 1247609424379871233 1249697229700509696 1247628483133501442 1247606216433549313 1250402960061988865 1247709331275087874 1249184430834548736 1247615286322311168 1247709026584072199 1247616189456683010 1249550487516372996 1247606049546407937 1248468341322203136 1247606072388378624 1247608112728518657 1247609210860339204 1247608636999897090 1247609370227032065 1247742722913357826 1247617652593434624 1247671598686978048 1247880684984729600 1247701166051356672 1247690039250821120 1247676279635103744 1248252592385392640 1248463985675866114
coaid_fake_32	https://www.wivb.com/news/watch-interview-with-lt-gov-kathy-hochul/	Gov. Andrew Cuomo Òwas simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.Ó	
coaid_fake_37	https://www.teaparty.org/and-there-it-is-michigan-governor-gretchen-whitmer-bans-buying-us-flags-during-lockdown-435432/	ÒMichigan Governor Gretchen Whitmer bans buying US flags during lockdown.Ó	
coaid_fake_38	https://www.thedailybeast.com/rick-santorum-admits-trump-cant-force-governors-to-reopen-states?via=twitter_page	ÒThe president looks like he was ahead of the curve Ð as you know, he talks about this all the time Ð on shutting down travel from China.Ó	1249835439927762945 1249793431108571138 1249820979330678785 1249769486351122433 1249786409453486080 1249796468241838080 1249806127740657670 1249754108107485189 1249993713427845122 1249754970020360193 1249979464387309570 1249896823558414337 1249849425293266944 1249758111159771136 1249803379754369027 1249968668336967680 1249755471080239106 1249810116964163586 1249773266505535494 1249777463883898888 1249756158732013569 1249758816582938629 1249756159428431872 1249810082323447813 1249780227309518848 1249890261016219658 1249837641949904896 1249803818373529600 1249768261161562112 1249807470517682178 1249799624501506050 1249773484227457025 1249756036283731968 1249792092030853120 1249760097527427073 1249756489046208512 1249901589176999936 1249766660916932614 1250054284915412992 1249849447124631554 1249812199109013504 1249755702303830016 1249795734087413761 1249753488067870721 1249764054811508736 1249768226730450945 1250053681665507330 1249880111249154048 1250359407533162498 1249754556663136258 1249802760398057473 1249786096747085824 1249764999410733057 1249810005009858561 1249792859315662849 1249806677832077315 1249853945842982914 1249902959451922433 1249782424583602176 1249754682861510658 1249757968238891008 1249756261920333824 1249803365095215106 1249763966009503749
coaid_fake_40	https://www.rev.com/blog/transcripts/donald-trump-coronavirus-press-conference-transcript-april-13	Trump says that as president he has ÒtotalÓ authority to re-open states amid the COVID-19 pandemic.	
coaid_fake_41	https://video.foxnews.com/v/6149014727001#sp=show-clips	Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.	
coaid_fake_46	https://therepublicpost.wordpress.com/2020/04/12/michigan-governor-gretchen-whitmer-bans-buying-us-flags-during-lockdown/?fbclid=IwAR3mlaBlD3iHO7hnVYAPSBNP2hz_pQhOGt1rkyeuIpO2OvNO4BdOd5-rg48	Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.	1249702231684681735 1249402337485107203 1249436489420767232 1249377671743594497 1249386685818974211 1249379005482127360 1249920087466729472 1249871724134326272 1249382873314004994 1249753200577691651 1249436379915812865 1249453328137945088 1250536687761063938 1249571431836459009 1249447898447634432 1249466162406215680 1249749164675796993 1249390508809629698 1249392297495715841 1249517611878092802 1249415716593381385 1249542180747837440 1249432474330923008 1249390532150923264 1249384671571558402 1249435482557222921 1249756843448184833 1249598845660479491 1249396979693760513 1249772823930744833 1249486232779927552 1249788332546109440 1249737144161259521 1249432117186113536 1249501696612610048 1249389716786630658 1249395199131910144 1249879878096179203 1249492029496844289 1249929357482700800 1249425851734618113 1249375473907400708 1250464344795742209 1249430114141712384 1249389718392860672 1249411396925706241 1249440665165008898 1249392187055525895 1249383927824797696 1249395914093010945 1249664807797547010 1249675971088785408 1249410955135438848 1249438125845352450 1249437851672084488 1249505338753036288 1249668982107447297 1249401793487880193 1249399891761168391 1249481886243721218 1249437444988178434 1249438447103807488 1249384185950658560 1249436205395124224 1249404355360497667 1249752256586625024 1249508725800534016 1249391229521006594 1249381230480633857 1249454402974482435 1249614191582793728 1249494630040772608 1249957922295230464 1249454712564248577 1249766346549637120 1249721480407142403 1249558081639313409 1249417132275838977 1249496276095258624 1249414184594440193 1249541694430871552 1249776322353811458 1249394864481079298 1250442543763841024 1249391559117660161 1250100920546885635 1249432292432515077 1249427394684993536 1249803314738409473 1250070054189793282 1249688443392790529 1249466220988059650 1249462590067146753 1249516060983693313 1249386443232800769 1251879830456610817 1249440455286194179 1249876830871367680 1249379739334139904 1249456340923289602 1249388184359694336 1249535722077540352 1249789630100062208 1249442847016677376 1249378262100443136 1249858508310425602 1249763006411669505 1249875313900883973 1249754464514433027 1249702199913058305 1250474948977713153 1249407627248926721 1249456303929319424 1249472871124123650 1249543847908184064 1249448268322476040 1249873772494151680 1249489509953273856 1249394420803407872 1249382624247910407 1249848609702641664 1251842910284382208 1249576333656477696 1249690684484923392 1249518881133264899 1249449048807026695 1249381796623585282 1249649749646508034 1250191837802921986 1249597337229561856 1249514317801762818 1249575217950871552 1249376417025908736 1249450332381462528 1249470541842399233 1249375620603080704 1249436678902542336 1249469828009799684 1249391631066894336 1249504979351506944 1249417289017016327 1249436263956074497 1249473151265898497 1249392572381921281 1249405964517851142 1249399840947216386 1249499417905856523 1249455601295507458 1249406837193084932 1249429004341428229 1249900856742498304 1249382830926368769 1249400420025298944 1249445603597221888 1249481664025092096 1249478248062427141 1249739914348027908 1249409985466990593 1249389597353824261 1249390474990956545 1249727663276724224 1249402177933713409 1249390041291460608 1249872449514201089 1249439579716943872 1249474208456798208 1249390184472379392 1250033794440204289 1249425768406491143 1249401716447096832 1249375350804619271 1249384188492615681 1249395388655730696 1249415878178979841 1249641354998808576 1249375113549688836 1249477909334687746 1249420429376147456 1249407628842762242 1249428130110021641 1249389616248975367 1249397073243488261 1249394602869551105 1249428080365633547 1249398819948822529 1249384514343686148 1249419282880045058 1249909742736216068 1249515650390921216 1249999873790758912 1249786892318580736 1249498475345129475 1249395280451166214 1249392956093669379 1249434295971631104 1249681117793247232 1249691238707625985 1249506081367363584 1249872443008843785 1249398470303264770 1249396017478467588 1249418736043462664 1249514007440101376 1249400114227150849 1249928816883105792 1249387834504392704 1249453591846195205 1249489860970319872 1249412047286104066 1249651751613071364 1249380611195887616 1249408421889269767 1249468275320393728 1249866578880950272 1249476738767183875 1249725604280381441 1249401147359735808 1249465375072423936 1249522192028536832 1249401253194600448 1249434899960008709 1249604749768491008 1249405103800496130 1249868509997219840 1249397378689519616 1249377102283096065 1250055979221356545 1249439544988127232 1249525596855521280 1249410292242681857 1249385099679993856 1249418426562592770 1249863260381138944 1249659545170989056 1249770262696022024 1249463494182932486 1249734500852137989 1249680863320653825 1249872458901004288 1249676775396868097 1249519738390294528 1249377867496140801 1249857295447719936 1249834083804499968 1249429076995198976 1249411944307732480 1249586351252615170 1249449456321380363 1249477539178983427 1249479783664226304 1249420077340020736 1249397325039976449 1249401231405088774 1249377487534112772 1249392245893144576 1249759313049948160 1249873364560285698 1249407030378532866 1249378613817937922 1249413196043235328 1249426385338277895 1249400169172475904 1249605204871438336 1249494685434941440 1249479953877544967 1249696555688435713 1249437989299683331 1250055439930265603 1249457715627331585 1249444061775368192 1249394700643155969 1249718675336245248 1249401629977145344 1249693975725985792 1249387391674089474 1256944626952437767 1249756536601300992 1249543066442240000 1249574839100362754 1249387408950509568 1249539103248527361 1249445359023263746 1249699384926724102 1249567517359714304 1249382098483294208 1249655710411087872 1249503917676924928 1249980101485363200 1249460868753940480 1249771386509418496 1249391233300127744 1249493461767782400 1249387694733524993 1249766647809953792 1249818487620419584 1250070850675539968 1251956584386686976 1249800988829069321 1249412219705663494 1249858947047137285 1249490529253044224 1249901754004602880 1249752872889331716 1249895615737122816 1249441810193223686 1249451798236184586 1249715806839156740 1249410546463539200 1249408954402328582 1249580328622178305 1249411041777287170 1249374470327791616 1249744249916178436 1249437852527722497 1249417064424464385 1249398900521226240 1249630114297626627 1249404620000067584 1249752622271209476 1249664761618296833 1249797651425628165 1249376696983154688 1249393185098432513 1249456231317676032 1249394725465055234 1249535180596867073 1249440315330748419 1249382418928328704 1249383915766366216 1249392078913748992 1249589006888624128 1249397154491314177 1249508496661450752 1249385456669769729 1249460356772216834 1249607139640799232 1249573176687788032 1249516764972691456 1249456820600610819 1249464564435095554 1250029693455290368 1249564056119169025 1249444542190927873 1249754645918109697 1249432108071825408 1249909224781602816 1249864708980535297 1249411695686094849 1249390606322892806 1249407548798783488 1249444598138593280 1249420673610444800 1249529634976337923 1249423086257987584 1249411413455536128 1249593761367240704 1249563578652188672 1249820724862357505 1249447680083976192 1249908528837472256 1249450199895998470 1249416660567470080 1249385103073128449 1249434767491313664 1249388826109382656 1249756887626575873 1249391116224548865 1249390865643999237 1249753121137573891 1249425501657214977 1249402177434640384 1249508273293795328 1249659935136366592 1249381021759520770 1249526156711194624 1249410854430191616 1249766082774216711 1249766745553793025 1249716606055452677 1249772678937866248 1249670954629738496 1249450998600552449 1249515069987119104 1249441922004840448 1249384534392680448 1249435682667245568 1249962863587885061 1249488411041431555 1249404773725585408 1249702533389565956 1249494230990536710 1249410403303653377 1249442021531619328 1249404101143621632 1249374923933581315 1249714258969079809 1249764371846266880 1249413348703207425 1249486469451984898 1249575788346855424 1249391696829394945 1249396649635581954 1249788775447724032 1249470156327305216 1249884695577403392 1249677171339276288 1249757671927853056 1249748655915008000 1249694215824703489 1249395122015477762 1249431269173313540 1249386180472438785 1249394610528563208 1249492258472239105 1249724644585848833 1249670231041224706 1249379694073368578 1249394292923252736 1249413969342869504 1249564817649737729 1249374497754550274 1249470959255302144 1249540092529647617 1249718823382593544 1249384864908038150 1249769099556724739 1249379665795362816 1249889801991368705 1249872119955099653 1249797943906971649 1249892662079107077 1249405224697188358 1249906433921089536 1249762167991209984 1249834014908669952 1249834294756782080 1249376974843318273 1249788897774755841 1251841601451802626 1249536744686583808 1249872965686059009 1249400379873337345 1249454159180464128 1249390091606339585 1249671464636252160 1249461372619907073 1250029224402071555 1249397235558703105 1249396652600950784 1249776945216270336 1249390893200744455 1249729021702627333 1249878287926493184 1249386022913409029 1249403754228695044 1249383709893169152 1249392952465600515 1249677287269769216 1249410700465889282 1249895004950212619 1249671274537857025 1250546675111940097 1249702898566651904 1249877405692542978 1249414352848986115 1249830286696669184 1249379602889207815 1249479782909333505 1249480390080946176 1249757319304445954 1249504399879286784 1249828603619147781 1249442983541264384 1249756669321584641 1249410977759666177 1249440226294071297 1249757570790645760 1249542476488114177 1249385852771487745 1249513531990372352 1249763878696824832 1249687041454964736 1249719605624528899 1249416479780392961 1249412974202126337 1249664870326427649 1249740212793749505 1249383177816117248 1249396484140871681 1249393707243184140 1249485780445278208 1249410031054991362 1249426902294523904 1249375554723131392 1249401573714931720 1249424553656213504 1249430889542479872 1249444112123584517 1249883304364576768 1249399040447361024 1249545067058118659 1249375368802435075 1249460265944408064 1249737912880705539 1249494043047976961 1249762981510078464 1249410723471597568 1249390745955565568 1249401237948125184 1249443731998113792 1249416691794284546 1249438205725851652 1249398808548708359 1249597523494404097 1250307358082752512 1249395129800163330 1249520481067077632 1249771765028384768 1249380004330274817 1249605740760883201 1249483578444054529 1249652380179861504 1249378964230950913 1249757390549004288 1249393967445180419 1249675640044912641 1249375386468847617 1249385096760745990 1249718892320227330 1249747566939582464 1249429339592105985 1249450174612508672 1249386950211092480 1249394934517575686 1249931652396199942 1249522055088873473 1249386569066254340 1249438154626609156 1249406462281093120 1249392220861616128 1249541191248547841 1249406355091292161 1249384282386239496 1249868046342201344 1249404397723029507 1249383054302261248 1249430453066641413 1249436308210167811 1249693228288229377 1249388167762980864 1249675914801111041 1249485119812816897 1249670835826241537 1249523741295620096 1249867414000541696 1249467881978503170 1249461166411300864 1254083798796513281 1249411224737021955 1249932909638635520 1249409924624515074 1249577407029248000 1249467193991016449 1249574680597377024 1249486219525881856 1249523228890075137 1249384927008784384 1249580075705458688 1249507066261180416 1249457288978378752 1249391500909215746 1249405972860284935 1249412520957247488 1251838019214159874 1249762558296219650 1249575482963697670 1250053797910437889 1249738830560858115 1249416718151114755 1249416706654720000 1249411371197812736 1249880577035010049 1249540672928935938 1249773809936347136 1249407476430032898 1249380499786813442 1249436504184762371 1249414525289299969 1249683975242743810 1249582284493271042 1249395186028994560 1249427497311014912 1249744632830808065 1249484746779918342 1249444315048206336 1249451697379905537 1249385738547818496 1249898951614124035 1249569173535064064 1249731408391790592 1249576337788096513 1249424121617932289 1249396793525362689 1249525775914512384 1249383578690961408 1249704401234735105 1249404733548367877 1249394250443190272 1249635744047562752 1249720544590802945 1249403155034640387 1250214361315991553 1249435026950848514 1250109065209905153 1249440697515720704 1249385503478157312 1249456042876026881 1249747862545563652 1249385777995358210 1249458559080960000 1249684501581778944 1250004134293426177 1249453387751534599 1249420171724206080 1249526617753423872 1249776069999124480 1249420559957364738 1249754238860869632 1249740089204379650 1249509443709964288 1249397299907829762 1250058657917743117 1249863603148251136 1249433427545337857 1249391918867525633 1249569163569479680 1249411287299342337 1249402668197396480 1249430570272096256 1249408237394419712 1249484914514329602 1249476223610257411 1249672161863876613 1249745473130414083 1249452715345760256 1249490571070255104 1249660112173780993 1250400141334515712 1249675745464631296 1249436298680680448 1249420476662730752 1249418201961836544 1249385431466196994 1249413325089312769 1249538411863535618 1249411620058599425 1249787005434769410 1249829019933200384 1249477532266700800 1249516140121993216 1249764166627401741 1249422206339350528 1249457020769579009 1249433682781167616 1249652859941117953 1249445156727803904 1249437977778040834 1249413223889149955 1249462403626082304 1249735248130252802 1249411974632521737 1249749217360465922 1250526232808009730 1249467214874292224 1249491839654203392 1249424939653922817 1249466538148728835 1249391935371935745 1249396159073804293 1249399445030133760 1249394170839453698 1249427943316533248 1249545568759644160 1249430044268773377 1249449826984644616 1249410748394045441 1249546451580936193 1249504485388386305 1249433222104125442 1249462083072090112 1249485287069286405 1249444562335981568 1249389913067229184 1249396801616130049 1253914000611520515 1249865580477321216 1249401429728677888 1249447240885772290 1249395507694374912 1249683160964759555 1249476882996682752 1249881585127690240 1249451681797922817 1249376066566848513 1249415943295401984 1249395685658632193 1249462028340731905 1249441731281551363 1250168464259440641 1249597524454838272 1249735377650417664 1249473779362922496 1249415126576517124 1249397913567940609 1250443788239007745 1249757059438063616 1249525430325063680 1249826110101237763 1249381526455771136 1249391649840492544 1249520452529242113 1249897417937469440 1249719422480195584 1249393436853067777 1250864499562704896 1249877833448665088 1249871848076201988 1249808900355956747 1249407917100421120 1249445113534832650 1249386917591830529 1249706513972723714 1249524033206603781 1249668627638484995 1249997338669547521 1249755510384889856 1249379553203621888 1249686286513901573 1249541823837732864 1249439520732438530 1249873346533232647 1249967337354100736 1249379531380662273 1249404508515512321 1249864325092634625 1249682248418439168 1249501153244655616 1249382748269223942 1249503722599854083 1249758970056560642 1249501882109898752 1249441365144014848 1249416473321385987 1249417715540000768 1249672824072986624 1249417141172002817 1249494897054355456 1249396617209397249 1249479915067469824 1249467199175176193 1249693764894982145 1249466933944164353 1249467851603243008 1249402927418150915 1249868894052986880 1249876025535647744 1249689989090287617 1249411904562487297 1249696079945310208 1249377516437078018 1251876024201015298 1249397610311487489 1249994176546115587 1249674309053886464 1249582883536240640 1249486413709611008 1249442157762502656 1249464681548349443 1249374860553453574 1249380247088357379 1249891792515936256 1249413418244857859 1249430977295929350 1249807793491714049 1249480828683456517 1249828904220516352
